,사업장명,도로명전체주소,좌표정보(x),좌표정보(y),시도명
970,비고호스텔,전라남도 여수시 돌산읍 돌산로 3155-20,269219.409539138,134220.919396421,전라남도
971,나폴리,전라남도 여수시 돌산읍 진두해안길 68,267935.153951648,137423.270962611,전라남도
972,휴앤고 게스트하우스,전라남도 여수시 동문로 94 (공화동),267889.049227092,138728.100031293,전라남도
973,지인호스텔&게스트하우스,전라남도 여수시 돌산읍 강남2길 42-2,268763.070848191,135870.439785325,전라남도
974,지뜨 호스텔,전라남도 여수시 여수시민로 1 (종화동),268612.056558837,137847.593466955,전라남도
975,산토리니 호스텔,전라남도 여수시 소라면 서부로 875,251439.248593966,144443.853389144,전라남도
976,아리아 호스텔,전라남도 여수시 망양로 185 (만흥동),268280.454558788,141692.915944754,전라남도
977,낭만밤바다 호스텔,전라남도 여수시 이순신광장로 159 (중앙동),267818.497330616,137912.866589839,전라남도
978,도도27 호스텔,전라남도 여수시 종고산길 27 (덕충동),267563.712843293,139376.569159417,전라남도
979,e좋은 호스텔,전라남도 여수시 좌수영로 257 (오림동),265586.91606078,140112.311133817,전라남도
980,여수드림 호스텔,전라남도 여수시 돌산읍 진모1길 29-36,269291.150087767,134510.457034149,전라남도
981,파라다이스 스파 호스텔,전라남도 여수시 오동도로 66 (수정동),268546.527092095,138576.034224262,전라남도
982,MJ관광호텔,전라남도 여수시 오동도로 86 (수정동),268688.773277502,138476.968832361,전라남도
983,길 호스텔,전라남도 여수시 동문로 2-2 (중앙동),267366.932717411,138237.598124781,전라남도
984,아모르 호스텔,전라남도 여수시 이순신광장로 191 (종화동),268051.44201581,138025.6180775,전라남도
985,솔 스테이 호스텔,전라남도 여수시 돌산읍 우두3길 102,268183.248122248,135887.045830105,전라남도
986,더원 호텔,전라남도 여수시 국포1로 6 (국동),266175.776311299,137088.347803132,전라남도
987,더끌림 호스텔,전라남도 여수시 돌산읍 돌산로 3088,269813.89647722,133607.949203439,전라남도
988,카프아일랜드 호스텔,전라남도 여수시 망양로 192 (만흥동),268312.012648229,141796.43849346,전라남도
989,거북선 호스텔,전라남도 여수시 봉산남2길 23-12 (봉산동),266153.746745845,137598.481172761,전라남도
990,가토 호스텔,전라남도 여수시 관문서6길 2 (관문동),267737.563010462,138526.60138955,전라남도
991,해든뷰 호스텔,전라남도 여수시 외밭넘2길 10 (덕충동),268389.427786195,140006.403407312,전라남도
992,모랑지 호스텔,전라남도 여수시 오천3길 10-1 (오천동),268934.262616988,144025.220495553,전라남도
993,여수숙박 호스텔,전라남도 여수시 무선6길 43-12 (선원동),259373.751099623,142016.874880304,전라남도
994,꽃뜰 호스텔,전라남도 여수시 이순신광장로 195 (종화동),268077.993513,138056.220577146,전라남도
995,휴 호스텔,전라남도 여수시 종화1길 13-1 (종화동),268282.546366025,138164.553066151,전라남도
996,블랙비치,전라남도 여수시 만성로 304 (만흥동),266492.053474619,141979.609897886,전라남도
997,더 여수호스텔,전라남도 여수시 하멜로 57 (종화동),268248.690092541,138119.440973119,전라남도
998,스페이스 호스텔,전라남도 여수시 성산1길 31 (화장동),259356.168168383,142311.236477397,전라남도
999,더 설렘 온수 수영장펜션,전라남도 여수시 화양면 옥천로 1054,253564.996384364,138397.249917855,전라남도
1000,설렘 호스텔,전라남도 여수시 화양면 옥천로 1058,253587.442683711,138424.881622003,전라남도
1001,소호 호스텔,전라남도 여수시 소호관기로 92 (소호동),258400.747426168,137961.893254982,전라남도
1002,오션독채 호스텔,전라남도 여수시 소호관기로 90 (소호동),258419.680189035,137953.210836243,전라남도
1003,큐브 호스텔,전라남도 여수시 돌산읍 진두해안길 101,268254.927135117,137333.767687338,전라남도
1004,썬비치 펜션 호스텔,전라남도 여수시 이순신광장로 165 (중앙동),267870.147518802,137900.542674301,전라남도
1005,호스텔 폴로니아,전라남도 여수시 동문로 139 (공화동),268117.492490621,139128.972641009,전라남도
1006,비고리조트 10,전라남도 여수시 돌산읍 돌산로 3155-12,269199.511666433,134140.430300529,전라남도
1007,비고리조트 11,전라남도 여수시 돌산읍 돌산로 3155-11,269202.563209485,134157.786640109,전라남도
1008,비고리조트 12,전라남도 여수시 돌산읍 돌산로 3155-10,269205.662867552,134175.336113047,전라남도
1009,비고리조트 13,전라남도 여수시 돌산읍 돌산로 3155-7,269226.18364283,134179.920872568,전라남도
1010,비고리조트 14,전라남도 여수시 돌산읍 돌산로 3155-6,269223.978246774,134166.757626014,전라남도
1011,비고리조트 15,전라남도 여수시 돌산읍 돌산로 3155-5,269221.695804065,134153.70400741,전라남도
1012,비고리조트 16,전라남도 여수시 돌산읍 돌산로 3155-3,269217.086535711,134127.350548661,전라남도
1013,비고리조트 17,전라남도 여수시 돌산읍 돌산로 3155-2,269214.777475032,134114.134256817,전라남도
1014,비고리조트 18,전라남도 여수시 돌산읍 돌산로 3155-4,269219.395524513,134140.55617581,전라남도
1015,비고리조트 19,전라남도 여수시 돌산읍 돌산로 3155-1,269211.92331158,134100.921558861,전라남도
1016,소호물꽃호스텔,전라남도 여수시 소호관기로 88 (소호동),258443.0021894,137944.558884449,전라남도
1017,GRIDA,전라남도 여수시 돌산읍 강남해안로 60,268204.879185082,136005.460543714,전라남도
1018,여수 메종블랑쉐 펜션,전라남도 여수시 돌산읍 무술목길 121,271186.347679203,132992.48452316,전라남도
1019,하멜 호스텔,전라남도 여수시 고소3길 92 (종화동),268076.549302171,138132.621936576,전라남도
1020,그랑블루,전라남도 여수시 돌산읍 무술목길 38,271236.194971033,132416.226208649,전라남도
1021,카멜리아,전라남도 여수시 동문로 145 (공화동),268111.29356814,139164.492420469,전라남도
1022,스테이배,전라남도 여수시 망양로 543 (오천동),268769.815899359,144238.455939838,전라남도
1023,파인비치골프호텔,전라남도 해남군 화원면 시아로 224 (파인비치골프장),132205.77018904,133482.687305515,전라남도
1024,중흥골드스파&리조트,전라남도 나주시 다도면 나주호로 588-184,188167.377171918,161046.809492787,전라남도
1026,땅끝테마파크(주),전라남도 해남군 송지면 땅끝해안로 1954,156039.337677845,89918.721579999,전라남도
1027,(주)해남땅끝리조트,전라남도 해남군 송지면 땅끝해안로 1869,155933.086427519,90641.0960968504,전라남도
1028,해남남도호텔,전라남도 해남군 해남읍 영빈로 53,163776.243898619,118682.233363707,전라남도
1029,HOTEL. THE STAR,"전라남도 영광군 영광읍 옥당로 74, HOTEL. THE STAR",155085.046883333,196909.477769827,전라남도
1030,소노캄 여수,"전라남도 여수시 오동도로 111, 소노캄 여수 (수정동)",268998.92245447,138455.582362806,전라남도
1031,만성로 272 호스텔,전라남도 여수시 만성로 272 (만흥동),266214.418374483,142040.26261283,전라남도
1032,장군도 호스텔,전라남도 여수시 돌산읍 진두해안길 9,267425.854396513,137220.543028989,전라남도
1033,용비치 관광호스텔,전라남도 여수시 돌산읍 진두해안길 76,268013.414406925,137407.335200562,전라남도
1034,굿타임호스텔,전라남도 여수시 돌산읍 안굴전길 115,270959.587962732,133527.417628166,전라남도
1035,백패커스인여수호스텔,전라남도 여수시 공화남2길 14-1 (공화동),267950.141463674,138772.690063475,전라남도
1036,빅오쇼 게스트하우스,전라남도 여수시 공화북5길 8 (공화동),268012.756850671,139066.580981634,전라남도
1037,HIGH-CLASS 153 호스텔,전라남도 여수시 돌산읍 무술목길 116,271292.776859227,132984.599468546,전라남도
1038,라테라스 코브 스위트,전라남도 여수시 돌산읍 진모1길 29-12,269232.165460681,134733.488532564,전라남도
1039,여수밤바다 힐링파크 호스텔,전라남도 여수시 돌산읍 진모1길 29-40,269253.66839101,134489.096325716,전라남도
1040,담양리조트가족호텔,전라남도 담양군 금성면 금성산성길 202,202256.859413816,207338.284146466,전라남도
1041,한옥호텔 오동재,"전라남도 여수시 박람회길 99, 한옥호텔오동재 (덕충동)",268336.158203695,139883.586098192,전라남도
1042,주식회사 히든베이호텔,전라남도 여수시 신월로 496-25 (신월동),264010.775735272,136115.574455322,전라남도
1043,굴전여가캠핑장,전라남도 여수시 돌산읍 돌산로 3017-15,270034.893786518,132895.327489153,전라남도
1044,스테이 더 딜라잇,전라남도 여수시 망양로 20 (덕충동),268569.74682081,140304.642967806,전라남도
1045,거문도섬호텔,전라남도 여수시 삼산면 거문도등대길 54,227948.954994311,58109.0784472764,전라남도
1046,(주)여수관광레저(호텔더시티),전라남도 여수시 좌수영로 641 (둔덕동),263505.919233975,142488.833220156,전라남도
1047,여수엑스포 1#,전라남도 여수시 돌산읍 강남8길 35-7,268627.164977037,136064.01502705,전라남도
1048,뜰펜션,전라남도 여수시 망양로 244 (만흥동),267911.785897863,142015.982992847,전라남도
1049,블랭크 펜션,전라남도 여수시 망양로 351 (만흥동),268101.843989001,142692.522626843,전라남도
1050,전남돌산여수하루쉼표오션뷰가족펜션,전라남도 여수시 망양로 46 (덕충동),268576.134394901,140470.910066167,전라남도
1051,백패커스인여수타이니,전라남도 여수시 공화남2길 11-1 (공화동),267971.239031569,138766.779770083,전라남도
1052,엑스포펜션호스텔,전라남도 여수시 돌산읍 돌산로 3394,269393.876119663,136002.071374961,전라남도
1053,메리엘펜션,전라남도 여수시 만성리길 62 (만흥동),268181.568452571,142650.255774978,전라남도
1054,온다도로 호스텔,전라남도 여수시 소호1길 44 (소호동),260172.001777534,138913.134005185,전라남도
1055,핀란드의아침,전라남도 여수시 돌산읍 무술목길 59,271392.517632888,132529.529935228,전라남도
1056,SEASTAR 호스텔,전라남도 여수시 소호1길 40 (소호동),260169.287794604,138950.179253119,전라남도
1057,HIGH-CLASS(하이클레스),전라남도 여수시 돌산읍 무술목길 118,271268.037338123,133004.69549382,전라남도
1058,여수밤바다 펜션,전라남도 여수시 돌산읍 계동로 392-1,271747.736805245,130519.267214148,전라남도
1059,노을담은 호스텔,전라남도 여수시 돌산읍 돌산로 3169-28,269305.291152344,134036.607973742,전라남도
1060,테디베어스,전라남도 여수시 동문로 18 (고소동),267437.459595346,138320.879108035,전라남도
1061,모리아,전라남도 여수시 화양면 옥천로 1063-2,253558.804669083,138497.665546794,전라남도
1062,오이다(oida),"전라남도 여수시 동문로 2-1, 3층 (중앙동)",267363.467341467,138227.896827269,전라남도
1063,여수 소소한 행복 키즈 가족펜션,전라남도 여수시 화양면 옥천로 1063-1,253583.291813992,138501.66648406,전라남도
1064,르그랑블루,전라남도 여수시 돌산읍 무술목길 34,271200.300489955,132380.674219599,전라남도
1065,포유,전라남도 여수시 오동도로 46 (수정동),268343.040745617,138635.808477331,전라남도
1066,비고리조트 4,전라남도 여수시 돌산읍 돌산로 3155-16,269169.681972288,134127.051173564,전라남도
1067,더케이호텔앤리조트(주) 지리산가족호텔,"전라남도 구례군 산동면 지리산온천로 317, 지리산가족호텔",241999.824522108,202608.463514599,전라남도
1068,(주) 라한호텔 목포,"전라남도 영암군 삼호읍 대불로 91, 호텔현대",143807.142296625,137412.251731518,전라남도
1070,금호리조트(주),nan,207578.186437189,184773.262071841,nan
1071,주식회사 흑산문화관광호텔,전라남도 신안군 흑산면 흑산일주로 180-19,56205.759033173,132924.467551082,전라남도
1072,진송관광호텔,전라남도 장흥군 장흥읍 동교2길 1,191322.858754964,131039.549001965,전라남도
1073,정남진 골프리조트 관광호텔(주),"전라남도 장흥군 장평면 제산기동로 326-1, JNJ골프리조트",197324.098094633,144539.457313135,전라남도
1074,씨클리프호텔제주,제주특별자치도 제주시 애월읍 애월해안로 554-8,140708.12021804,-1898.19454274948,제주특별자치도
1075,퓨어스테이호텔,제주특별자치도 제주시 신대로 68,153109.896296538,-447.573260395788,제주특별자치도
1076,스완지,제주특별자치도 제주시 서해안로 84,149567.38846164,872.328886452824,제주특별자치도
1077,화이트하우스,제주특별자치도 제주시 서해안로 380,152031.999418318,1888.03138218548,제주특별자치도
1078,올레관광호텔,제주특별자치도 제주시 서광로 254,155659.80560955,448.441068391432,제주특별자치도
1079,에덴호스텔,제주특별자치도 제주시 서해안로 456-12,152472.360384965,2558.62299944431,제주특별자치도
1080,오션패밀리호텔,제주특별자치도 제주시 일주서로 7531,148908.18548993,8.47673420372498,제주특별자치도
1081,하이제주호텔,제주특별자치도 제주시 한림읍 일주서로 5125,130453.275918973,-11359.6850399616,제주특별자치도
1082,제주 조이황토리조트,제주특별자치도 제주시 애월읍 신상로 258,141034.679108637,-5089.49040960859,제주특별자치도
1083,호텔 펄리,제주특별자치도 제주시 노형로 79,149246.024249337,-3472.7089396268,제주특별자치도
1084,로긴호텔,제주특별자치도 제주시 서해안로 442-9,152352.97700722,2438.44503820716,제주특별자치도
1085,레브호텔제주,제주특별자치도 제주시 은남1길 15,152912.375,-699.864999999745,제주특별자치도
1086,하모니리조트,제주특별자치도 제주시 한림읍 협재로 213,130325.132366526,-12743.9860401891,제주특별자치도
1087,오로라호텔,제주특별자치도 제주시 논세길 51,148084.132283194,-630.562708380108,제주특별자치도
1088,제주포인트투어,제주특별자치도 제주시 서광로 51 (용담이동),153628.927312778,447.185107913666,제주특별자치도
1089,제이투(J2),제주특별자치도 제주시 삼무로3길 37,152699.252332282,-562.981132688014,제주특별자치도
1090,해호텔,제주특별자치도 제주시 서해안로 526,153027.737872527,2704.45015662565,제주특별자치도
1092,제주노블레스 관광호텔,제주특별자치도 제주시 월성로4길 19 (용담이동),153777.352460737,635.193576996886,제주특별자치도
1093,블루스프링 부띠끄 호텔,제주특별자치도 제주시 한림읍 한림로 330,129236.851633806,-11214.971566609,제주특별자치도
1094,호텔 시리우스,제주특별자치도 제주시 도령로 133 (연동),152627.182773213,-214.431698169266,제주특별자치도
1095,다인오세아노호텔,제주특별자치도 제주시 애월읍 애월해안로 394,139546.413606299,-2463.97165367989,제주특별자치도
1096,시티홀관광호텔제주,"제주특별자치도 제주시 동광로4길 9-4, 시티홀관광호텔제주 (이도이동)",156434.660335863,583.130691565214,제주특별자치도
1097,헤브론힐리조트,제주특별자치도 제주시 애월읍 고성남서길 76,146201.789108949,-7490.0579688462,제주특별자치도
1098,동양관광호텔,제주특별자치도 제주시 삼무로 48  (연동),152688.381025039,-645.828590343915,제주특별자치도
1099,오드리 인,제주특별자치도 제주시 서해안로 100 (이호일동),149763.570203157,878.335332618288,제주특별자치도
1100,스위트캐슬,제주특별자치도 제주시 조천읍 신북로 443,168078.10612808,5350.0740607605,제주특별자치도
1101,호텔난타,제주특별자치도 제주시 선돌목동길 56-26 (오등동),157858.570077978,-5539.15779446767,제주특별자치도
1102,(주)호텔샬롬,제주특별자치도 제주시 동광로 34 (이도이동),156495.283264442,713.427065854213,제주특별자치도
1103,정안호스텔,제주특별자치도 제주시 용문로 166 (용담이동),154491.615541631,1490.53513165951,제주특별자치도
1104,제주레슬리호텔,제주특별자치도 제주시 광평길 3 (노형동),150729.310007272,-1564.31829446777,제주특별자치도
1105,제이바다 호텔,제주특별자치도 제주시 서해안로 258 (도두이동),150990.061681237,1536.67428233091,제주특별자치도
1106,로드랜드빌리지,제주특별자치도 제주시 애월읍 화전길 201,142971.697012079,-15940.2523240101,제주특별자치도
1107,제주토비스콘도①,"제주특별자치도 제주시 애월읍 애월로1길 8, 제주토비스콘도",135926.332516102,-3480.56037310604,제주특별자치도
1108,라헨느리조트(주),"제주특별자치도 제주시 명림로 384, 라헨느리조트콘도미니엄 (봉개동)",164175.770519209,-4843.51121195552,제주특별자치도
1109,소노벨 타워 A.B 제주,"제주특별자치도 제주시 조천읍 신북로 577, 대명리조트",169452.372210279,4998.58486041481,제주특별자치도
1110,제주로베로,"제주특별자치도 제주시 관덕로 26, 로베로호텔 (삼도이동)",155509.008955777,1926.90347939621,제주특별자치도
1111,이랜드파크 켄싱턴리조트 제주한림점,"제주특별자치도 제주시 한림읍 한림해안로 530, 켄싱턴리조트",132461.857403155,-6526.19853039544,제주특별자치도
1112,메가리조트제주,"제주특별자치도 제주시 한경면 판포1길 6, 메가리조트",125394.496913938,-14284.9117979538,제주특별자치도
1113,일성비치콘도미니엄,"제주특별자치도 제주시 한림읍 한림로 127, 일성비치콘도미니엄",127469.328476377,-12009.8167412439,제주특별자치도
1114,동양관광호텔,제주특별자치도 제주시 삼무로 48,152688.381025039,-645.828590343915,제주특별자치도
1115,굿모닝관광호텔,제주특별자치도 제주시 삼무로 79  (연동),153010.41495557,-597.965248295295,제주특별자치도
1116,크라운컨트리클럽 골프빌리지,"제주특별자치도 제주시 조천읍 북선로 125, 크라운컨트리클럽",171694.013726674,3617.48949868669,제주특별자치도
1117,올레리조트,"제주특별자치도 제주시 애월읍 부룡수길 33, 올레리조트",140086.346240412,-2133.36149556892,제주특별자치도
1118,호텔네이버후드제주,제주특별자치도 제주시 도령로 27,151768.376794816,-832.664540121125,제주특별자치도
1119,시티콘가족호텔제주,제주특별자치도 제주시 도령로 27,151768.376794816,-832.664540121125,제주특별자치도
1120,그림리조트,제주특별자치도 제주시 서해안로 620-1 (용담삼동),153796.025438169,2317.67111342547,제주특별자치도
1121,다인호텔앤리조트,제주특별자치도 제주시 애월읍 애월해안로 400-9,139611.595725715,-2576.29957597434,제주특별자치도
1122,다인호텔앤리조트(2차),제주특별자치도 제주시 애월읍 애월해안로 400-9,139611.595725715,-2576.29957597434,제주특별자치도
1123,아난티 클럽 제주 휴양콘도미니엄,"제주특별자치도 제주시 구좌읍 선유로 445-46, 세인트포 콘도",175434.173862423,2424.81229780723,제주특별자치도
1124,소노벨 타워 C 제주,제주특별자치도 제주시 조천읍 신북로 577,169430.085197275,4913.12702490137,제주특별자치도
1125,엠버시티호텔,제주특별자치도 제주시 노연로 13,151751.122877847,-1000.1490909277,제주특별자치도
1126,금호훼밀리관광호텔,제주특별자치도 제주시 제원1길 9  (연동),152374.634504562,-678.539247044336,제주특별자치도
1127,호텔밀라노크라운,제주특별자치도 제주시 노연로 103  (연동),152668.462713613,-1011.43134321023,제주특별자치도
1128,귀빈파크관광호텔,제주특별자치도 제주시 원노형9길 34  (노형동),152145.579213246,-992.018776375464,제주특별자치도
1129,블루하와이리조트,제주특별자치도 제주시 한림읍 한림로 77,127162.591198292,-12488.8239338753,제주특별자치도
1130,위플 스테이,제주특별자치도 제주시 도령로 102,152413.960029595,-489.380590711003,제주특별자치도
1131,아셈관광호텔,제주특별자치도 제주시 신광로10길 1  (연동),152465.690746917,-1297.53895697582,제주특별자치도
1132,(주)제주협재콘도미니엄,제주특별자치도 제주시 한림읍 일주서로 5083-5,130112.628826454,-11602.0128059721,제주특별자치도
1133,샹그릴라호텔,제주특별자치도 제주시 해안마을북길 14-6 (해안동),149144.037758331,-3511.92972140884,제주특별자치도
1134,에이바호텔제주,제주특별자치도 제주시 구좌읍 일주동로 1626,172662.533781083,6231.8718502256,제주특별자치도
1135,롯데시티호텔제주,제주특별자치도 제주시 도령로 83,152212.068704478,-522.970936390612,제주특별자치도
1136,(주)아모렉스리조트,"제주특별자치도 제주시 서해안로 216, 제주아모렉스가족호텔 (도두일동)",150701.95312407,1353.44877482157,제주특별자치도
1137,썬비치리조트,제주특별자치도 제주시 서해안로 114 (이호일동),149879.631200032,821.451957621196,제주특별자치도
1138,자몽호스텔,제주특별자치도 제주시 한림읍 한림해안로 136,131219.696662521,-8795.69295992949,제주특별자치도
1139,블랙샌즈 관광호텔,제주특별자치도 제주시 선사로 8,161586.411712961,2915.214175604,제주특별자치도
1140,시드니호텔 2,제주특별자치도 제주시 애월읍 애월해안로 945,143792.192639666,-1254.13333185896,제주특별자치도
1141,제주인관광호텔,제주특별자치도 제주시 신산마을길 20,148421.191510578,-360.310052089009,제주특별자치도
1142,나이스호텔,제주특별자치도 제주시 논세길 96-38 (내도동),148103.090627888,-1354.25777266066,제주특별자치도
1143,제주코아 관광호텔,제주특별자치도 제주시 신대로 148,153088.577032212,-1244.78925952715,제주특별자치도
1144,하버 관광호텔,제주특별자치도 제주시 임항로 260,157028.504404407,2456.41229765597,제주특별자치도
1145,탐라스테이,제주특별자치도 제주시 애월읍 애월해안로 881,143346.204327458,-883.448838280588,제주특별자치도
1146,호텔풀리벤시아,제주특별자치도 제주시 한림읍 한림로 33,127193.925987012,-12953.9895545106,제주특별자치도
1147,호텔 더 도두,"제주특별자치도 제주시 도공로 2 (도두일동, 낙원빌딩)",150210.926983974,1198.46964365582,제주특별자치도
1148,라마다프라자제주호텔,"제주특별자치도 제주시 탑동로 66, 라마다프라자호텔 (삼도이동)",155061.875089923,2562.87126480575,제주특별자치도
1149,애월스테이인제주,"제주특별자치도 제주시 애월읍 애월해안로 708, 동양콘도미니엄",142040.00252592,-1310.82771310815,제주특별자치도
1150,코쿤애월,제주특별자치도 제주시 애월읍 중엄3길 50 (에뜨왈호텔),141519.762381103,-1882.07029177374,제주특별자치도
1151,오션그랜드호텔,제주특별자치도 제주시 조천읍 조함해안로 490 (오션그랜드제주호텔),168825.439548369,5164.37228311684,제주특별자치도
1152,꼬뜨도르 가족호텔,제주특별자치도 제주시 구좌읍 일주동로 1724,173614.811797888,6214.68411060904,제주특별자치도
1153,네스트힐 콘도,제주특별자치도 제주시 한림읍 명월성로 394,131210.896142948,-13346.0246264045,제주특별자치도
1154,라온골프클럽 콘도미니엄,"제주특별자치도 제주시 한경면 용금로 998, 라온골프클럽",132454.175060084,-17123.658720008,제주특별자치도
1155,엘스위트 휴양콘도미니엄,"제주특별자치도 제주시 애월읍 평화로 1738-116, 엘리시안컨츄리클럽",141792.579231903,-13817.2726211459,제주특별자치도
1156,(주)제주협재콘도미니엄,제주특별자치도 제주시 한림읍 일주서로 5083-5,130112.628826454,-11602.0128059721,제주특별자치도
1157,타미우스골프앤빌리지,"제주특별자치도 제주시 애월읍 화전길 201, 타미우스CC",142971.697012079,-15940.2523240101,제주특별자치도
1158,(주)블랙스톤리조트,"제주특별자치도 제주시 한림읍 한창로 925-122, 블랙스톤CC",136994.761672364,-17641.7225474404,제주특별자치도
1159,씨스테이호텔,제주특별자치도 제주시 애월읍 애월해안로 255,138477.408941186,-3002.8111485074,제주특별자치도
1160,호텔펄리플러스,제주특별자치도 제주시 도두봉2길 2 (도두일동),150651.61270535,1130.9895969492,제주특별자치도
1161,호텔더원,제주특별자치도 제주시 사장3길 33,152654.047499756,-1407.69861237433,제주특별자치도
1163,리치호텔,제주특별자치도 제주시 애월읍 고내로13길 100,139393.422911205,-2491.50787608846,제주특별자치도
1164,제주갤럭시호텔,제주특별자치도 제주시 남성로 33 (용담일동),154633.481582816,853.222645736035,제주특별자치도
1165,제주토비스콘도미니엄,"제주특별자치도 제주시 애월읍 애월로1길 8, 제주토비스콘도",135926.332516102,-3480.56037310604,제주특별자치도
1166,(주)제주협재콘도미니엄,제주특별자치도 제주시 한림읍 일주서로 5083-5,130112.628826454,-11602.0128059721,제주특별자치도
1167,케넷노블하우징(주)르네상스 제주호텔,제주특별자치도 제주시 애월읍 평화로 2477,145638.66792849,-6986.34710731033,제주특별자치도
1168,(주)블랙스톤리조트,"제주특별자치도 제주시 한림읍 한창로 925-122, 블랙스톤CC",136994.761672364,-17641.7225474404,제주특별자치도
1170,(주)네츄럴파크리조트,제주특별자치도 제주시 한림읍 협재로 226,130250.447851977,-12823.2575202685,제주특별자치도
1171,에버리스골프리조트,"제주특별자치도 제주시 애월읍 평화로 1693-75, 에버리스골프장",140401.595224245,-12983.8063455137,제주특별자치도
1172,아마스빌 리조트,제주특별자치도 제주시 애월읍 신엄안3길 101,140161.73610009,-2476.86765760693,제주특별자치도
1173,라온프라이빗타운,"제주특별자치도 제주시 한림읍 금능남로 127, 라온프라이빗타운",129314.224473651,-12542.2565365221,제주특별자치도
1174,흰수염고래리조트,제주특별자치도 제주시 애월읍 일주서로 6818,142316.80196071,-2208.13127298893,제주특별자치도
1175,알리바 호텔,"제주특별자치도 제주시 서광로 251, 알리바호텔 (삼도일동)",155634.68249486,502.481107949959,제주특별자치도
1176,삼다호스텔,제주특별자치도 제주시 서해안로 456-6 (용담삼동),152438.721956822,2534.24681048389,제주특별자치도
1177,스카이힐비즈니스호텔,제주특별자치도 제주시 서광로24길 1,155626.253870744,440.132374278909,제주특별자치도
1178,블루하와이호텔,제주특별자치도 제주시 한림읍 한림로 75,127191.982408583,-12559.1942530359,제주특별자치도
1179,노형호텔,제주특별자치도 제주시 수덕1길 7,151421.353706367,-1019.181089958,제주특별자치도
1180,물뜰에 쉼팡 리조트,제주특별자치도 제주시 한림읍 귀덕로 73,134616.136329339,-6248.23925279341,제주특별자치도
1181,인덱스 제이드림호텔,제주특별자치도 제주시 은남1길 40,152672.057426132,-659.036427773758,제주특별자치도
1182,어반아일랜드호텔,제주특별자치도 제주시 삼무로 76,152967.709290933,-645.461554685966,제주특별자치도
1183,더스테이센추리호텔,제주특별자치도 제주시 애월읍 일주서로 7113,144994.359750432,-1123.2893636405,제주특별자치도
1184,호텔라온제주,제주특별자치도 제주시 한림읍 금능남로 127,129314.224473651,-12542.2565365221,제주특별자치도
1185,파크사이드관광호텔,"제주특별자치도 제주시 도령로 126, 파크사이드호텔 (연동)",152606.052268561,-323.06342020303,제주특별자치도
1186,길리 리조트,제주특별자치도 제주시 한림읍 명재로 100-47,131111.906316704,-11489.5046656292,제주특별자치도
1187,제주나인리조트,제주특별자치도 제주시 해안마을북길 14-5 (해안동),149120.760682544,-3366.37730319095,제주특별자치도
1188,해미안,제주특별자치도 제주시 일주서로 7353 (외도이동),147159.361229837,-153.067089629766,제주특별자치도
1189,탑스텐 빌라드애월,제주특별자치도 제주시 애월읍 애월해안로 516-7,140433.719988934,-1923.92184219008,제주특별자치도
1190,로긴리조트,"제주특별자치도 제주시 서해안로 442-11, 로긴가족호텔 (용담삼동)",152406.216299089,2403.74500688128,제주특별자치도
1191,용두암캐빈,"제주특별자치도 제주시 어영길 32 (용담삼동, 용두암캐빈)",153144.036750714,2514.61952295163,제주특별자치도
1192,애플관광호텔,"제주특별자치도 제주시 동광로 45, 애플관광호텔 (이도일동)",156581.762929111,832.339706750234,제주특별자치도
1193,라이프트리,제주특별자치도 제주시 현사길 45,148574.378780981,233.69841204792,제주특별자치도
1194,카이 호스텔,제주특별자치도 제주시 한림읍 협재2길 10,129332.409448176,-11308.8001704469,제주특별자치도
1195,관광호텔 더레드,제주특별자치도 제주시 동광로6길 10,156426.29700254,609.27548674377,제주특별자치도
1196,이호리조트,제주특별자치도 제주시 도리로 106-16,150057.154382808,462.557186756623,제주특별자치도
1197,메이저2 호스텔,제주특별자치도 제주시 은남4길 40,152669.212048574,-978.72151194281,제주특별자치도
1198,더퍼스트 호스텔,제주특별자치도 제주시 한림읍 한림로 695,131534.301315526,-8593.45605255949,제주특별자치도
1199,샐리스 제주호텔,제주특별자치도 제주시 애월읍 고내로 46,138702.534750709,-3302.66481457632,제주특별자치도
1200,뷰띠끄 헤르츠 호텔,제주특별자치도 제주시 중앙로 252 (이도이동),156353.935368666,207.937062700202,제주특별자치도
1201,나비스 호스텔,제주특별자치도 제주시 애월읍 애월해안로 885 (나비스호텔),143370.717592524,-960.782215316936,제주특별자치도
1202,아길라 호텔,제주특별자치도 제주시 한림읍 옹포2길 10,130103.450741424,-10447.4765278427,제주특별자치도
1203,스카이 호텔,제주특별자치도 제주시 한림읍 한림로 917,132605.69850535,-6816.65435687431,제주특별자치도
1204,제주담스파빌,제주특별자치도 제주시 한림읍 한림로 162,127841.356595016,-12022.3252099285,제주특별자치도
1205,슬림관광호텔,제주특별자치도 제주시 서광로 292-1 (이도이동),156039.932581914,518.861878971709,제주특별자치도
1206,글래드호텔앤리조트(주) 메종 글래드 제주,"제주특별자치도 제주시 노연로 80, 메종글래드 제주 (연동)",152390.482526722,-1164.56501308051,제주특별자치도
1207,제주퍼시픽호텔,"제주특별자치도 제주시 서사로 20, 제주퍼시픽호텔 (용담일동)",155252.931994038,1679.78493749164,제주특별자치도
1208,크라운프라자호텔,제주특별자치도 제주시 삼무로 67  (연동),152899.059631985,-582.222685166727,제주특별자치도
